case_id,tensor_path,molecule,bond_length,basis,active_occupied,active_vacant,occupied_fraction,active_space_imbalance,n_qubits,trotter_steps,evolution_time,coefficient_tolerance,numerical_error_floor,jw_signed_one_minus_overlap,jw_magnitude_one_minus_overlap,strongest_jw_one_minus_overlap,strongest_jw_ordering,fermionic_aware_one_minus_overlap,fermionic_to_jw_signed_ratio,fermionic_to_jw_magnitude_ratio,fermionic_to_strongest_jw_ratio,fermionic_advantage_factor,log10_fermionic_advantage,fermionic_available,valid_comparison,outcome,exclusion_reason,jw_signed_source_csv,jw_magnitude_source_csv,fermionic_aware_source_csv,global_advantage_rank
Be-Be_2.04_hgbs-5_as-008-004,hamiltonian_generator/hgbs5_diatomic_basis_transfer/lower/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-004.tensors.npz,Be-Be,2.04,hgbs-5,8,4,0.6666666666666666,0.3333333333333333,12,100,1.0,1e-12,1e-12,1.8569844884019915e-08,9.107919751727422e-09,9.107919751727422e-09,jw_magnitude,8.625814396090448e-09,0.4645065400364923,0.9470674568091646,0.9470674568091646,1.055890995736644,0.02361908638571884,True,True,fermionic_win,,analysis/hgbs5_be2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,47
Be-Be_2.04_hgbs-5_as-008-006,hamiltonian_generator/hgbs5_diatomic_basis_transfer/screen/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-006.tensors.npz,Be-Be,2.04,hgbs-5,8,6,0.5714285714285714,0.14285714285714285,14,100,1.0,1e-12,1e-12,1.609759671117317e-07,1.4689333782680336e-07,1.4689333782680336e-07,jw_magnitude,2.6708023459498523e-08,0.16591311075000884,0.18181916113165725,0.18181916113165725,5.49997037592693,0.7403603502931322,True,True,fermionic_win,,analysis/hgbs5_be2_screen_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,12
Be-Be_2.04_hgbs-5_as-008-008,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-008.tensors.npz,Be-Be,2.04,hgbs-5,8,8,0.5,0.0,16,100,1.0,1e-12,1e-12,1.6342279618442038e-07,1.476953450652019e-07,1.476953450652019e-07,jw_magnitude,1.357650755151596e-07,0.830759714586884,0.9192237944616634,0.9192237944616634,1.0878743631583674,0.03657874229447549,True,True,fermionic_win,,analysis/hgbs5_be2_night_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,43
Be-Be_2.04_hgbs-5_as-008-010,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-010.tensors.npz,Be-Be,2.04,hgbs-5,8,10,0.4444444444444444,0.1111111111111111,18,100,1.0,1e-12,1e-12,1.7078436798101393e-07,1.556830450111235e-07,1.556830450111235e-07,jw_magnitude,1.3375730778530937e-07,0.7831940906920658,0.8591642575834282,0.8591642575834282,1.1639217893126752,0.06592379851738515,True,True,fermionic_win,,analysis/hgbs5_be2_night_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,38
Be-Be_2.04_hgbs-5_as-008-012,hamiltonian_generator/hgbs5_diatomic_basis_transfer/night/Be-Be/2.04/hgbs-5/Be-Be_2.04_hgbs-5_as-008-012.tensors.npz,Be-Be,2.04,hgbs-5,8,12,0.4,0.2,20,100,1.0,1e-12,1e-12,1.7955809183956006e-07,1.5342733483691973e-07,1.5342733483691973e-07,jw_magnitude,1.3069481441529973e-07,0.7278692543251074,0.8518352649103712,0.8518352649103712,1.173935901920213,0.06964438464386614,True,True,fermionic_win,,analysis/hgbs5_be2_night_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_hgbs5.csv,analysis/deterministic_ordering_additions_hgbs5.csv,36
Be-Be_2.04_sto-6g_as-008-002,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-002.tensors.npz,Be-Be,2.04,sto-6g,8,2,0.8,0.6,10,100,1.0,1e-12,1e-12,1.4789474878096345e-07,6.377769268262058e-08,6.377769268262058e-08,jw_magnitude,2.3234594914711693e-08,0.15710223051342292,0.36430598125170366,0.36430598125170366,2.7449453247079334,0.43853369836202183,True,True,fermionic_win,,analysis/be2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv,19
Be-Be_2.04_sto-6g_as-008-004,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-004.tensors.npz,Be-Be,2.04,sto-6g,8,4,0.6666666666666666,0.3333333333333333,12,100,1.0,1e-12,1e-12,7.224140274875168e-08,7.727924222766802e-08,7.224140274875168e-08,jw_signed,4.3571166119527056e-08,0.603132891412189,0.5638146139058209,0.603132891412189,1.658009394345212,0.21958698695052026,True,True,fermionic_win,,analysis/be2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv,24
Be-Be_2.04_sto-6g_as-008-006,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-006.tensors.npz,Be-Be,2.04,sto-6g,8,6,0.5714285714285714,0.14285714285714285,14,100,1.0,1e-12,1e-12,1.582565267721492e-07,9.366197994964409e-08,9.366197994964409e-08,jw_magnitude,6.423221843299133e-08,0.40587405614853445,0.6857875358552615,0.6857875358552615,1.458177566252902,0.16381041242386365,True,True,fermionic_win,,analysis/be2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv,26
Be-Be_2.04_sto-6g_as-008-008,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-008.tensors.npz,Be-Be,2.04,sto-6g,8,8,0.5,0.0,16,100,1.0,1e-12,1e-12,5.251645154302764e-07,1.8553413272393018e-07,1.8553413272393018e-07,jw_magnitude,2.135569898698009e-07,0.4066477905401319,1.1510388236086346,1.1510388236086346,0.868780426419405,-0.061089972278482105,True,True,strongest_jw_win,,analysis/be2_lower_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv,119
Be-Be_2.04_sto-6g_as-008-010,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-010.tensors.npz,Be-Be,2.04,sto-6g,8,10,0.4444444444444444,0.1111111111111111,18,100,1.0,1e-12,1e-12,9.355916108511052e-07,2.795655728027313e-07,2.795655728027313e-07,jw_magnitude,3.089766831276819e-07,0.33024738523104824,1.1052029047428662,1.1052029047428662,0.9048112303257632,-0.043442017677825503,True,True,strongest_jw_win,,analysis/extended_diatomic_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv,114
Be-Be_2.04_sto-6g_as-008-012,hamiltonian_generator/extended_diatomic_20q_library/Be-Be/2.04/sto-6g/Be-Be_2.04_sto-6g_as-008-012.tensors.npz,Be-Be,2.04,sto-6g,8,12,0.4,0.2,20,100,1.0,1e-12,1e-12,1.8105613410757115e-06,4.271792840571109e-07,4.271792840571109e-07,jw_magnitude,4.632759299516565e-07,0.2558741973781511,1.0844999915532414,1.0844999915532414,0.9220839168175383,-0.03522955296765726,True,True,strongest_jw_win,,analysis/extended_diatomic_20orders_baseline_results.csv,analysis/deterministic_ordering_additions_sto6g.csv,analysis/deterministic_ordering_additions_sto6g.csv,108
Be-H_1.47_hgbs-5_as-001-003,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-001-003.tensors.npz,Be-H,1.47,hgbs-5,1,3,0.25,0.5,4,100,1.0,1e-12,1e-12,2.264854970235319e-14,2.475797344914099e-14,2.264854970235319e-14,tie,2.4535928844215963e-14,,,,,,True,False,below_numerical_floor,below_numerical_floor,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,
Be-H_1.47_hgbs-5_as-003-003,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-003.tensors.npz,Be-H,1.47,hgbs-5,3,3,0.5,0.0,6,100,1.0,1e-12,1e-12,3.5773350948176125e-10,3.533801029576011e-10,3.533801029576011e-10,jw_magnitude,3.5402669684714283e-10,0.9896380614721042,1.0018297405092422,1.0018297405092422,0.9981736013263968,-0.0007939200938983571,True,True,strongest_jw_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,80
Be-H_1.47_hgbs-5_as-003-005,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-005.tensors.npz,Be-H,1.47,hgbs-5,3,5,0.375,0.25,8,100,1.0,1e-12,1e-12,4.2590875271031337e-10,7.122201717280062e-10,4.2590875271031337e-10,jw_signed,7.172934468613335e-10,1.6841481709327741,1.0071231837214303,1.6841481709327741,0.5937719835221772,-0.22638029796390313,True,True,strongest_jw_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,154
Be-H_1.47_hgbs-5_as-003-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-003-007.tensors.npz,Be-H,1.47,hgbs-5,3,7,0.3,0.4,10,100,1.0,1e-12,1e-12,2.0241819331801023e-10,9.787478605360887e-10,2.0241819331801023e-10,jw_signed,9.696070613074426e-10,4.790118148046782,0.9906607211139757,4.790118148046782,0.20876311796354333,-0.6803462254003602,True,True,strongest_jw_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,179
Be-H_1.47_hgbs-5_as-005-007,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-007.tensors.npz,Be-H,1.47,hgbs-5,5,7,0.4166666666666667,0.16666666666666666,12,100,1.0,1e-12,1e-12,2.0353887464352734e-09,1.9134339668269718e-09,1.9134339668269718e-09,jw_magnitude,1.0133842653914371e-09,0.4978824154187999,0.5296154886765818,0.5296154886765818,1.8881623014818323,0.27603932238178236,True,True,fermionic_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,22
Be-H_1.47_hgbs-5_as-005-009,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-009.tensors.npz,Be-H,1.47,hgbs-5,5,9,0.35714285714285715,0.2857142857142857,14,100,1.0,1e-12,1e-12,6.756071591063062e-09,6.254790463344761e-09,6.254790463344761e-09,jw_magnitude,5.750966369788557e-09,0.8512293412337343,0.9194498846110374,0.9194498846110374,1.0876068579018185,0.036471937366664445,True,True,fermionic_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,44
Be-H_1.47_hgbs-5_as-005-011,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-011.tensors.npz,Be-H,1.47,hgbs-5,5,11,0.3125,0.375,16,100,1.0,1e-12,1e-12,3.168675211107086e-09,9.581680449066711e-09,3.168675211107086e-09,jw_signed,1.101663948954723e-08,3.476733573365567,1.1497606863543743,3.476733573365567,0.2876262960327945,-0.5411714114050111,True,True,strongest_jw_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,172
Be-H_1.47_hgbs-5_as-005-013,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-013.tensors.npz,Be-H,1.47,hgbs-5,5,13,0.2777777777777778,0.4444444444444444,18,100,1.0,1e-12,1e-12,5.835750882532409e-09,1.8275003288437123e-08,5.835750882532409e-09,jw_signed,1.9166564113604068e-08,3.2843355549966153,1.0487858092879825,3.2843355549966153,0.30447558821407655,-0.5164475218452942,True,True,strongest_jw_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,170
Be-H_1.47_hgbs-5_as-005-015,hamiltonian_generator/library/Be-H/1.47/hgbs-5/Be-H_1.47_hgbs-5_as-005-015.tensors.npz,Be-H,1.47,hgbs-5,5,15,0.25,0.5,20,100,1.0,1e-12,1e-12,3.9564763243404855e-08,7.312344718624075e-08,3.9564763243404855e-08,jw_signed,3.620750721466948e-08,0.9151453021952558,0.4951559124729346,0.9151453021952558,1.0927226502733438,0.03850994535248212,True,True,fermionic_win,,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,analysis/heteronuclear_hgbs-5_deterministic_ordering.csv,41
Be-H_1.47_sto-6g_as-001-003,hamiltonian_generator/library/Be-H/1.47/sto-6g/Be-H_1.47_sto-6g_as-001-003.tensors.npz,Be-H,1.47,sto-6g,1,3,0.25,0.5,4,100,1.0,1e-12,1e-12,8.881784197001252e-15,9.214851104388801e-15,8.881784197001252e-15,tie,1.021405182655144e-14,,,,,,True,False,below_numerical_floor,below_numerical_floor,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,
Be-H_1.47_sto-6g_as-003-003,hamiltonian_generator/library/Be-H/1.47/sto-6g/Be-H_1.47_sto-6g_as-003-003.tensors.npz,Be-H,1.47,sto-6g,3,3,0.5,0.0,6,100,1.0,1e-12,1e-12,2.609731097891199e-09,1.1682895317832733e-08,2.609731097891199e-09,jw_signed,1.1683056744260512e-08,4.476728178508904,1.0000138173306692,4.476728178508904,0.2233774221094382,-0.6509607253511653,True,True,strongest_jw_win,,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,176
Be-H_1.47_sto-6g_as-003-005,hamiltonian_generator/library/Be-H/1.47/sto-6g/Be-H_1.47_sto-6g_as-003-005.tensors.npz,Be-H,1.47,sto-6g,3,5,0.375,0.25,8,100,1.0,1e-12,1e-12,4.6028644340445624e-08,1.9284223995441607e-08,1.9284223995441607e-08,jw_magnitude,2.231918128092758e-08,0.4848976458191186,1.1573803169991892,1.1573803169991892,0.8640202233547233,-0.06347609225655299,True,True,strongest_jw_win,,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,121
Be-H_1.47_sto-6g_as-003-007,hamiltonian_generator/library/Be-H/1.47/sto-6g/Be-H_1.47_sto-6g_as-003-007.tensors.npz,Be-H,1.47,sto-6g,3,7,0.3,0.4,10,100,1.0,1e-12,1e-12,4.864840715823604e-07,3.504381974606119e-07,3.504381974606119e-07,jw_magnitude,4.17575758970834e-07,0.8583544320631258,1.191581745359731,1.191581745359731,0.8392206442354538,-0.07612384134540282,True,True,strongest_jw_win,,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,124
Be-H_1.47_sto-6g_as-005-007,hamiltonian_generator/library/Be-H/1.47/sto-6g/Be-H_1.47_sto-6g_as-005-007.tensors.npz,Be-H,1.47,sto-6g,5,7,0.4166666666666667,0.16666666666666666,12,100,1.0,1e-12,1e-12,3.653851947671427e-07,4.671075835016581e-07,3.653851947671427e-07,jw_signed,4.458302713672424e-07,1.2201651236891706,0.954448797480634,1.2201651236891706,0.8195612057624617,-0.0864186072767508,True,True,strongest_jw_win,,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,analysis/heteronuclear_sto-6g_deterministic_ordering.csv,128
BeH2_s-1.00_hgbs-5_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-002-002.tensors.npz,BeH2,s-1.00,hgbs-5,2,2,0.5,0.0,4,100,1.0,1e-12,1e-12,3.3568703372566227e-11,3.356681599342437e-11,3.356681599342437e-11,tie,3.356726008263422e-11,0.9999570048948275,1.0000132300069788,1.0000132300069788,0.9999867701680519,-5.7456810188348825e-06,True,True,tie,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,72
BeH2_s-1.00_hgbs-5_as-002-004,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-002-004.tensors.npz,BeH2,s-1.00,hgbs-5,2,4,0.3333333333333333,0.3333333333333333,6,100,1.0,1e-12,1e-12,4.1359471403268344e-11,6.804501406776353e-11,4.1359471403268344e-11,jw_signed,6.804234953250443e-11,1.6451455307315057,0.999960841579716,1.6451455307315057,0.6078489600584789,-0.21620432198086137,True,True,strongest_jw_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,151
BeH2_s-1.00_hgbs-5_as-004-004,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-004-004.tensors.npz,BeH2,s-1.00,hgbs-5,4,4,0.5,0.0,8,100,1.0,1e-12,1e-12,9.109922427530392e-08,9.388585464620292e-10,9.388585464620292e-10,jw_magnitude,9.388605448634735e-10,0.010305911519358448,1.0000021285437,1.0000021285437,0.9999978714608306,-9.244137995964031e-07,True,True,tie,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,69
BeH2_s-1.00_hgbs-5_as-004-006,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-004-006.tensors.npz,BeH2,s-1.00,hgbs-5,4,6,0.4,0.2,10,100,1.0,1e-12,1e-12,1.7498542959071273e-07,9.80534986538828e-10,9.80534986538828e-10,jw_magnitude,9.838373449255755e-10,0.0056223958030491485,1.003367914895525,1.003367914895525,0.9966433898816909,-0.0014602093022418453,True,True,strongest_jw_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,83
BeH2_s-1.00_hgbs-5_as-004-008,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-004-008.tensors.npz,BeH2,s-1.00,hgbs-5,4,8,0.3333333333333333,0.3333333333333333,12,100,1.0,1e-12,1e-12,1.771948046069838e-07,7.418856862173584e-09,7.418856862173584e-09,jw_magnitude,8.313777222213048e-09,0.04691885431208278,1.1206277970670093,1.1206277970670093,0.8923569472551678,-0.04946139089889754,True,True,strongest_jw_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,116
BeH2_s-1.00_hgbs-5_as-006-008,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-006-008.tensors.npz,BeH2,s-1.00,hgbs-5,6,8,0.42857142857142855,0.14285714285714285,14,100,1.0,1e-12,1e-12,1.84335290809301e-07,8.352204816652886e-09,8.352204816652886e-09,jw_magnitude,8.791160577281687e-09,0.047691142258680895,1.0525556748505014,1.0525556748505014,0.9500685083874864,-0.022245077088097098,True,True,strongest_jw_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,102
BeH2_s-1.00_hgbs-5_as-006-010,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-006-010.tensors.npz,BeH2,s-1.00,hgbs-5,6,10,0.375,0.25,16,100,1.0,1e-12,1e-12,1.9140152796026658e-07,1.5984710000083172e-08,1.5984710000083172e-08,jw_magnitude,1.758141843222205e-08,0.09185620731236697,1.0998897341353437,1.0998897341353437,0.9091820470404971,-0.04134914856104063,True,True,strongest_jw_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,113
BeH2_s-1.00_hgbs-5_as-006-012,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-006-012.tensors.npz,BeH2,s-1.00,hgbs-5,6,12,0.3333333333333333,0.3333333333333333,18,100,1.0,1e-12,1e-12,1.7783338546184527e-07,3.2310002673341394e-08,3.2310002673341394e-08,jw_magnitude,3.545739735155706e-08,0.19938549367134759,1.0974123929990431,1.0974123929990431,0.9112344697212398,-0.04036986034403003,True,True,strongest_jw_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,111
BeH2_s-1.00_hgbs-5_as-006-014,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/hgbs-5/BeH2_s-1.00_hgbs-5_as-006-014.tensors.npz,BeH2,s-1.00,hgbs-5,6,14,0.3,0.4,20,100,1.0,1e-12,1e-12,3.001421232662338e-07,7.617367070444915e-08,7.617367070444915e-08,jw_magnitude,4.283699506224536e-08,0.14272236964302354,0.5623596009761853,0.5623596009761853,1.7782216188078344,0.24998588589596193,True,True,fermionic_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,23
BeH2_s-1.00_sto-6g_as-002-002,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/sto-6g/BeH2_s-1.00_sto-6g_as-002-002.tensors.npz,BeH2,s-1.00,sto-6g,2,2,0.5,0.0,4,100,1.0,1e-12,1e-12,4.5304338058826943e-10,1.4623008359748724e-09,4.5304338058826943e-10,jw_signed,1.4623015021086871e-09,3.227729539299112,1.000000455538148,3.227729539299112,0.30981530138276264,-0.5088971367963254,True,True,strongest_jw_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,169
BeH2_s-1.00_sto-6g_as-002-004,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/sto-6g/BeH2_s-1.00_sto-6g_as-002-004.tensors.npz,BeH2,s-1.00,sto-6g,2,4,0.3333333333333333,0.3333333333333333,6,100,1.0,1e-12,1e-12,4.272844078556659e-09,3.105199875008679e-09,3.105199875008679e-09,jw_magnitude,3.1051989868302603e-09,0.7267288320708342,0.9999997139706123,0.9999997139706123,1.0000002860294694,1.2422100247533095e-07,True,True,tie,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,63
BeH2_s-1.00_sto-6g_as-004-004,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/sto-6g/BeH2_s-1.00_sto-6g_as-004-004.tensors.npz,BeH2,s-1.00,sto-6g,4,4,0.5,0.0,8,100,1.0,1e-12,1e-12,5.120512347467354e-09,4.71106271771049e-08,5.120512347467354e-09,jw_signed,4.711062939755095e-08,9.200374142414136,1.0000000471325936,9.200374142414136,0.10869123195653048,-0.9638054887240327,True,True,strongest_jw_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,186
BeH2_s-1.00_sto-6g_as-004-006,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/sto-6g/BeH2_s-1.00_sto-6g_as-004-006.tensors.npz,BeH2,s-1.00,sto-6g,4,6,0.4,0.2,10,100,1.0,1e-12,1e-12,2.110698575918946e-07,2.62537111272998e-07,2.110698575918946e-07,jw_signed,2.958325070467893e-07,1.401585761330185,1.1268216733716143,1.401585761330185,0.7134775677593519,-0.1466196768611484,True,True,strongest_jw_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,142
BeH2_s-1.00_sto-6g_as-004-008,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/sto-6g/BeH2_s-1.00_sto-6g_as-004-008.tensors.npz,BeH2,s-1.00,sto-6g,4,8,0.3333333333333333,0.3333333333333333,12,100,1.0,1e-12,1e-12,1.4971498937255134e-06,1.1119157149463987e-06,1.1119157149463987e-06,jw_magnitude,1.1010916860509925e-06,0.7354585473810052,0.9902654232241622,0.9902654232241622,1.009830270296769,0.0042483848045231564,True,True,fermionic_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,53
BeH2_s-1.00_sto-6g_as-006-008,hamiltonian_generator/polyatomic_library/BeH2/s-1.00/sto-6g/BeH2_s-1.00_sto-6g_as-006-008.tensors.npz,BeH2,s-1.00,sto-6g,6,8,0.42857142857142855,0.14285714285714285,14,100,1.0,1e-12,1e-12,1.169640087783641e-06,1.159416505358557e-06,1.159416505358557e-06,jw_magnitude,1.185060242603342e-06,1.0131836750302572,1.0221177955689484,1.0221177955689484,0.9783608154903156,-0.009500949631946042,True,True,strongest_jw_win,,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,analysis/polyatomic_reference_deterministic_ordering.csv,96
C-C_1.50_hgbs-5_as-002-002,hamiltonian_generator/comparable_diatomic_library/C-C/1.50/hgbs-5/C-C_1.50_hgbs-5_as-002-002.tensors.npz,C-C,1.50,hgbs-5,2,2,0.5,0.0,4,100,1.0,1e-12,1e-12,1.065803001409904e-11,1.065669774646949e-11,1.065669774646949e-11,tie,1.065669774646949e-11,0.9998749986979031,1.0,1.0,1.0,0.0,True,True,tie,,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,analysis/c2_n2_case_study/c2_n2_hgbs-5_baseline_results.csv,65
